,actors,Genre 1,Genre 2,Genre 3
0,Govinda | Aishwarya Rai Bachchan | Jackie Shroff | Namrata Shirodkar,Romance,,
859,Rishi Kapoor | Neetu Singh | Aditi Vasudev | Archit Krishna,Comedy,Drama,
860,Akshay Kumar | Bobby Deol | Sonam Kapoor | Sunil Shetty,Comedy,Drama,Romance
861,Ajay Devgn | Emraan Hashmi | Omi Vaidya | Shazahn Padamsee,Comedy,Drama,Romance
862,Ajay Devgn | Asin | Abhishek Bachchan | Prachi Desai,Comedy,,
863,Salman Khan | Kareena Kapoor | Raj Babbar | Asrani,Romance,,
864,Rani Mukerji | Vidya Balan | Myra Karn | Neil Bhoopalam,Crime,Drama,Thriller
865,Supriya Pathak | Anang Desai | Rajeev Mehta | Nimisha Vakharia,Comedy,Drama,Family
866,Gulshan Grover | Munish Khan | Zakir Hussain | Mukesh Tiwari,Action,Crime,Drama
867,Ravi Kishan | Rahul Singh | Rajesh Shringarpore | Sanjay Swaraj,Drama,Mystery,Thriller
868,Kay Kay Menon | Rajpal Yadav | Aashif Sheikh | Shweta Tiwari,Comedy,Drama,
869,Manoj Bajpayee | Aarti Chhabria | Dilip Prabhavalkar | Govind Namdeo,Comedy,Drama,
870,Imran Khan | Katrina Kaif | Ali Zafar | Tara D'Souza,Comedy,Drama,Romance
871,Zeenat Aman | Kabir Bedi | Hazel Croney | Helen,Drama,Romance,
872,Manoj Bajpayee | Juhi Chawla | Ashutosh Rana | Mukesh Rishi,Animation,,
873,Rituparna Sengupta | Kiran Janjani | Yashpal Sharma | Alok Nath,Drama,,
874,Emraan Hashmi | Neha Sharma | Arjan Bajwa | Mashhoor Amrohi,Action,Drama,Thriller
875,Irrfan Khan | Chitrangda Singh | Arunoday Singh | Aditi Rao Hydari,Crime,Drama,Thriller
876,Aniruddh Agarwal | Sadashiv Amrapurkar | Anisshka | Amit Behl,Horror,,
877,Abhishek Bachchan | Kangana Ranaut | Anupam Kher | Boman Irani,Action,Crime,Drama
878,Rajat Kapoor | Neha Dhupia | Sanjay Mishra | Manu Rishi Chadha,Comedy,Crime,
879,Suzanne Bernert | Nagesh Bhonsle | Pritika Chawla | Sanjay Dadheech,Comedy,Drama,
880,Nafisa Ali | Madhuri Bhattacharya | Emma Brown Garett | Mahek Chahal,Action,Comedy,Drama
881,Sohrab Ardeshir | Abhro Banerjee | Kallol Banerjee | Nicholas Brown,Comedy,,
882,Akshay Oberoi | Sandeepa Dhar | Mohnish Bahl | Prachi Shah,Comedy,Drama,Romance
883,Luna Rioumina | Abhishek Bachchan | Bipasha Basu | Shweta Bhardwaj,Action,Crime,Thriller
884,Manoj Bajpayee | Barry John | Delzad Hiwale | Vega Tamotia,Action,Drama,War
885,Aamir Khan | Kareena Kapoor | Rani Mukerji | Nawazuddin Siddiqui,Crime,Drama,Mystery
886,Makarand Anaspure | Krishna Bhatt | Sonika Gill | Eva Grover,Animation,Comedy,Drama
887,Rachita Bhattacharya | Seema Biswas | Sudha Chandran | Sanjiv Chopra,Crime,Drama,Mystery
888,Rahul Jaiswal | Raj Arjun | Mohnish Bahl | Yuvika Chaudhry,Drama,Thriller,
889,Kashmira Shah | Devasish Ray | Jyoti Singh | Sonny Chatrath,Thriller,,
890,Ashish Kattar | Aditya Lakhia | Akash Nair | Ishita Panchal,Animation,Action,Adventure
891,Aditya Srivastava | Swini Khara | Aditya Lakhia | Raj Arjun,Action,Drama,Horror
892,Vinay Pathak | Saurabh Shukla | Mahie Gill | Mona Singh,Comedy,Drama,
893,Ishaan Manhaas | Dheeraj Miglani | Priti Gandwani | Shubhi Ahuja,Drama,Romance,
894,Nassar Abdulla | Rati Agnihotri | Udita Goswami | Sofia Hayat,Drama,,
895,Vidya Balan | Parambrata Chatterjee | Dhritiman Chatterjee | Saswata Chatterjee,Drama,Mystery,Thriller
896,Brahim Achabbakhe | Russell Geoffrey Banks | Leigh Barwell | Isha Batwe,Action,Drama,Thriller
897,Sumit Arora | Arun | Raakesh Babu | Prem Kishen Dwivedi,Action,Drama,
898,Vatsal Seth | Tulip Joshi | Mukesh Tiwari | Nagesh Bhonsle,Action,Crime,Drama
899,Nana Patekar | Mohit Ahlawat | Rimi Sen | Anurag Kashyap,Action,Crime,Drama
900,Ajay Devgn | Sanjay Dutt | Kangana Ranaut | Lisa Haydon,Action,Comedy,Crime
901,Aamir Khan | Katrina Kaif | Tabrett Bethell | Abhishek Bachchan,Action,Crime,Thriller
902,Bhairavi Goswami | Iravati Harshe | Chinmay Kambli | Rajesh Khattar,Comedy,Family,
903,Kalki Koechlin | Shiv Pandit | Gulshan Devaiah | Rajeev Khandelwal,Action,Crime,Drama
904,Ranbir Kapoor | Nargis Fakhri | Shammi Kapoor | Kumud Mishra,Music,Musical,
905,Aarav Khanna | Chinmai Chandranshuh | Divji Handa | Irfan Khan,Comedy,Drama,Family
906,Mikaal | Preeti | Himani Shivpuri | Anil Dhawan,Romance,,
907,Amitabh Bachchan | Saif Ali Khan | Manoj Bajpayee | Deepika Padukone,Drama,Thriller,
908,Hrithik Roshan | Priyanka Chopra | Sanjay Dutt | Rishi Kapoor,Action,Crime,Drama
909,Faith | Farhan | Satish Kaushik | Omkar Das Manikpuri,Romance,,
910,Om Puri | Deepak Dobriyal | Ragini Khanna | Naresh Gosain,Comedy,Drama,
911,Amitabh Bachchan | Hema Malini | Sonu Sood | Sonal Chauhan,Action,Crime,Drama
912,Zayed Khan | Dia Mirza | Cyrus Sahukar | Tisca Chopra,Comedy,Drama,Romance
913,Sara Arjun | Rajvvir Aroraa | Aditya Banerjee | Mukesh Bhatt,Drama,Mystery,Thriller
914,Vinay Pathak | Lara Dutta | Yana Gupta | Akshay Kumar,Comedy,Drama,
915,Sanjay Mishra | Zakir Hussain | Lilliput | Rupali Ganguly,Comedy,Drama,Family
916,Tia Bajpai | Krishna Bhatt | Mimoh Chakraborty | Nikita Janjani,Horror,Mystery,Thriller
917,Ashutosh Rana | Divya Dutta | Rajit Kapoor | Yashpal Sharma,Drama,Thriller,
918,Kainaz Motivala | Rajkummar Rao | Rajat Kaul | Janice,Drama,Horror,Mystery
919,Akshay Kumar | Pitobash | Sonakshi Sinha | Imran Khan,Action,Crime,Drama
920,Jatin Khurana | Noopur Patwardhan | Akansha | Sahil Vaid,Romance,,
921,Rajpal Yadav | Johnny Lever | Divya Dutta | Jaikumar Banotia,Comedy,Drama,
922,Pankaj Berry | Abhay Joshi | Jyoti Joshi | Abhijeet Leheri,Crime,Drama,Mystery
923,Mohsin | Muzzi | Shilpa Shukla | Luna,Action,Comedy,Crime
924,Vipinno | Madhavi Sharma | Sarvar Ahuja | Vivek Shaq,Drama,Mystery,Thriller
925,Gaurav Chopra | Zeenal Kamdar | Rajesh Khattar | Rohit Khuranna,Comedy,,
926,Harish Raj | Meghana Mudiyam | Srinivasa Prabhu | Lakshmi Chandrashekar,Drama,Romance,
927,Sonali Kulkarni | Sanjay Mishra | Rakesh Bedi | Krishna Bhatt,Adventure,Drama,
928,Sendhil Ramamurthy | Tusshar Kapoor | Nikhil Dwivedi | Preeti Desai,Crime,Drama,
929,Akash | Avinash | Gagan | Hithaishaini,Action,Adventure,Fantasy
930,Gunjan Bakshi | Snehal Dabi | Milind Gunaji | Ehsan Khan,Drama,,
931,Asrani | Avtar Gill | Gurpreet Guggi | Greg Heffernan,Comedy,Sci-Fi,
932,Riya Bamniyal | Bumpy | Sreejita De | Shraddha Kapoor,Comedy,Drama,
933,Jacqueline Fernandez | Yana Gupta | Emraan Hashmi | Amardeep Jha,Action,Crime,Drama
934,Beena Banerjee | Sunny Deol | Farida Jalal | Raza Murad,Action,Crime,Drama
935,Seema Biswas,Musical,,
936,Raayo S. Bakhirta | Nushrat Bharucha | Padam Bhola | Sonalli Sehgal,Comedy,Drama,Romance
937,Anirudh Agarwal | Puja Ballutia | Sammir Dattani | Dunger,Drama,Horror,Mystery
938,Imran Khan | Vir Das | Kunaal Roy Kapur | Shenaz Treasury,Comedy,Crime,Drama
939,Malaika Arora | Suresh Chatwal | Gajendra Chouhan | Anant Jog,Crime,Drama,Mystery
940,Lillete Dubey | Satyajeet Dubey | Ali Fazal | Manoj Joshi,Comedy,Crime,Drama
941,Raj Singh Arora | Gaurav Bajaj | Kalpana Bora | Kishore Chougule,Action,Comedy,Crime
942,Vinay Pathak | Kay Kay Menon | Minissha Lamba | Rukhsar,Comedy,Drama,
943,Rajeev Khandelwal | Soha Ali Khan | Mrinalini Sharma | Mohan Kapoor,Drama,Musical,
944,Shefali Shetty | Om Puri | Rahul Bose | Neetu Chandra,Crime,Drama,Thriller
945,Rati Agnihotri | Shweta Bhardwaj | Gulshan Grover | Manoj Joshi,Action,Comedy,Crime
946,Vivek Sudershan | Sayali Bhagat | Ronnaoq Ahuja | Chari Asopa,Comedy,Drama,Romance
947,Ajay Devgn | Kajal Agarwal | Prakash Raj | Sonali Kulkarni,Action,Crime,Drama
948,Raj Singh Chaudhary | Radhika Apte | Sandeep Kulkarni | Prateeksha Lonkar,Crime,Drama,Mystery
949,Kareena Kapoor | Arjun Rampal | Randeep Hooda | Shahana Goswami,Drama,,
950,Vidya Balan | Emraan Hashmi | Tusshar Kapoor | Naseeruddin Shah,Biography,Comedy,Drama
951,Manoj Bajpayee | Richa Chadda | Nawazuddin Siddiqui | Tigmanshu Dhulia,Action,Crime,Drama
952,Ranveer Singh | Anushka Sharma | Parineeti Chopra | Dipannita Sharma,Comedy,Drama,
953,Asrani | Amit Behl | Krishna Bhatt | Raja Bherwani,Comedy,Musical,
954,Aryeman Ramsay | Sayali Bhagat | Sharat Saxena | Archana Puran Singh,Comedy,Drama,
955,Dharmendra | Vinod Khanna | Rishi Kapoor | Farooq Shaikh,Action,Crime,Drama
956,Sahil Mehta | Mannat Ravi | Vikas Katyal | Priyam Galav,Comedy,Drama,
957,Tara Sharma | Makrand Shukla | Rajendra Chawla | Rinku Patel,Drama,,
958,Deven Bhojani | Makrand Deshpande | Vinay Jain | Farida Jalal,Comedy,Drama,
959,Raghuvir Yadav | Neha Dhupia | Aman Verma | Nassar Abdulla,Drama,History,War
960,Akshay Kumar | Asin | John Abraham | Jacqueline Fernandez,Comedy,Romance,
961,Gracy Singh | Siddharth Koirala | Raghuvir Yadav | Vijay Raaz,Comedy,Crime,Drama
962,Bruna Abdullah | John Abraham | Shekhar Bassi | Peter Brown,Comedy,Drama,
963,Preity Zinta | Isabelle Adjani | Gaurav Chanana | Fanny Carbonnel,Comedy,Romance,
964,Javed Abedi | Anand Abhyankar | Adityansh | Lalit Agarwal,Drama,,
965,John Abraham | Genelia D'Souza | Raj Babbar | Mohnish Bahl,Action,Crime,Drama
966,Rannvijay Singh | Madhurima Banerjee | Prashant Raj | Ashmit Patel,Crime,Drama,Thriller
967,Vega Tamotia | Ntasha Bhardwaj | Maanvi Gagroo | Aanchal Sabharwal,Drama,,
968,Jimmy Shergill | Arbaaz Khan | Nauheed Cyrusi | Sharat Saxena,Comedy,Drama,
969,Nishan Nanaiah | Sunny Hinduja | Girija Oak | Ishita Sharma,Drama,Sport,
970,Rohit G. Banawlikar | Deepak Dobriyal | Ajay Gehi | Mahie Gill,Crime,Drama,Thriller
971,Rajan Verma | Sudesh Berry | Arun Bakshi | Sandip Munde,Action,,
972,Apoorva Arora | Apporva Arora | Tanvi Azmi | Delzad Hiwale,Drama,,
973,Ila Arun | Anang Desai | Zakir Hussain | Satish Kaushik,Drama,Horror,Thriller
974,Salman Khan | Katrina Kaif | Ranvir Shorey | Girish Karnad,Action,Romance,Thriller
975,Mohan Agashe | Kasturi Banerjee | Roshni Chopra | Rajneesh Duggal,Drama,Mystery,Romance
976,Anupam Kher | Ritesh Deshmukh | Rohit Shetty | Tusshar Kapoor,Comedy,,
977,Siddharth Kher | Sachin Khedekar | Dalip Tahil | Nagesh Bhonsle,Drama,Sport,Thriller
978,Isha Koppikar | Raj Arjun | Manish Wadhwa | Pradeep Singh Rawat,Action,Crime,Drama
979,Rajesh Bhardwaj | Sanjana Tiwari | Priyanka | Mahender Singh Bist,Comedy,Drama,
980,Sachiin Joshi | Candice Boucher | Arya Babbar | Samy Gharbi,Action,Drama,Mystery
981,Tusshar Kapoor | Shreyas Talpade | Minissha Lamba | Mantra,Comedy,Crime,Drama
982,Naresh Kaura | Ankita Bhargava | Jackie Shroff | Avtar Gill,Action,Crime,Drama
983,Ayesha Takia | Rannvijay Singh | Raghuvir Yadav | Tanvi Azmi,Drama,Romance,Thriller
984,Birbal | Pushkar Jog | Ranjeeta Kaur | Neelu Kohli,Drama,,
985,Saqib Saleem | Saba Azaad | Nishant Dahiya | Tara D'Souza,Comedy,Drama,Romance
986,Shahbaaz Khan | Sushmita Mukherjee | Erik A. Nanda | Ritika Shah,Animation,Adventure,Drama
987,Vijay Raaz | Manu Rishi Chadha | Rajendranath Zutshi | Vishwajeet Pradhan,Drama,History,War
988,John Abraham | Chitrangda Singh | Prachi Desai | Mini Mathur,Drama,,
989,Ali Zafar | Aditi Rao Hydari | Candice Pereira | Scherrikar Bell,Romance,,
990,Abhijeet | Rucha Gujrati | Manisha Kelkar | Nassar Abdulla,Crime,Drama,Mystery
991,Neil Nitin Mukesh | Ameesha Patel | Puja Gupta | Jatin Grewal,Action,Crime,Romance
992,Manoj Bajpayee | Hrishitaa Bhatt | Vijay Raaz | Govind Namdeo,Comedy,Drama,
993,Kiron Kher | Kanwaljit Singh | Jackie Shroff | Anju Mahendru,Comedy,Drama,
994,Emraan Hashmi | Abhay Deol | Prasenjit Chatterjee | Kalki Koechlin,Crime,Thriller,
995,Randeep Hooda | Mahie Gill | Jimmy Shergill | Shreya Narayan,Action,Crime,Drama
996,Akshay Kumar | Sonakshi Sinha | Nasser | Paresh Ganatra,Action,Comedy,
997,Ranbir Kapoor | Priyanka Chopra | Ileana | Saurabh Shukla,Adventure,Comedy,Drama
998,Anand Tiwari | Rajat Kapoor | Sita Spada | Dadhi Raj,Comedy,Crime,Drama
999,Arjun Rampal | Chitrangda Singh | Vipin Sharma | Mithun Rodwittiya,Drama,Romance,
1000,Anupam Kher | Sanjay Dutt | Juhi Chawla | Rati Agnihotri,Adventure,Romance,
1001,Chirag Paswan | Kangana Ranaut | Neeru Bajwa | Sagarika Ghatge,Comedy,Drama,Romance
1002,Imran Khan | Anushka Sharma | Pankaj Kapur | Lekha Washington,Comedy,Drama,
1003,Shubh | Pratik Katare | Harsh Parekh | Chitrak Bandyopadhyay,Comedy,Crime,Drama
1004,Deepika Padukone | Shah Rukh Khan | Satyaraj | Nikitin Dheer,Action,Comedy,Romance
1005,Salman Khan | Sonakshi Sinha | Prakash Raj | Vinod Khanna,Action,Comedy,Drama
1006,Sunny Gill | Simran Kaur Mundi | Alyy Khan | Achint Kaur,Drama,Romance,
1007,Sharman Joshi | Boman Irani | Ritwik Sahore | Paresh Rawal,Crime,Family,Sport
1008,Prateik | Amy Jackson | Sachin Khedekar | Manu Rishi Chadha,Romance,,
1009,Ritesh Deshmukh | Genelia D'Souza | Om Puri | Tinnu Anand,Comedy,Romance,
1010,Manoj Bajpayee | Arjan Bajwa | Tia Bajpai | Yashpal Sharma,Action,Crime,Drama
1011,Hrishitaa Bhatt | Anuj Sawhney,Romance,,
1012,Emraan Hashmi | Bipasha Basu | Esha Gupta | Manish Chaudhary,Horror,Romance,Thriller
1013,Aman Verma | Shweta Menon | Rinku Ghosh | Roop Kumar Rathod,Drama,Horror,
1014,Rati Agnihotri | Mohnish Bahl | Nazia Hussain | Farida Jalal,Drama,,
1015,Mithun Chakraborty | Ranjeeta Kaur | Sajid Ali | Supriya Karnik,Romance,,
1016,Akshay Kumar | Asin | Raj Babbar | Vipin Bakshi,Action,Comedy,
1017,Deepika Padukone | Saif Ali Khan | Randeep Hooda | Boman Irani,Comedy,Drama,Romance
1018,Sidharth Malhotra | Alia Bhatt | Varun Dhawan | Rishi Kapoor,Comedy,Romance,
1019,Shiney Ahuja | Sayali Bhagat | Julia Bliss | Tabrez Khan,Horror,,
1020,Shah Rukh Khan | Katrina Kaif | Anushka Sharma | June Smith,Drama,Romance,
1021,Ranbir Kapoor | Deepika Padukone | Aditya Roy Kapoor | Kalki Koechlin,Drama,Musical,Romance
1022,Ajay Devgn | Sanjay Dutt | Sonakshi Sinha | Juhi Chawla,Action,Comedy,Romance
1023,Sridevi | Adil Hussain | Mehdi Nebbou | Priya Anand,Comedy,Drama,Family
1024,Trimala Adhikari | Abhay Joshi | Ashish Kumar | Kumud Mishra,Drama,,
1025,Shweta Bhardwaj | Reetu Jain | Arbaaz Ali Khan | Ravi Kishan,Comedy,Crime,
1026,Bidita Bag | Ronjini Chakraborty | Sabyasachi Chakraborty | Prateek Chakravorty,Comedy,Romance,
1027,Amitabh Bachchan | Rana Daggubati | Sanjay Dutt | Nathalia Kaur,Action,,
1028,Kunal Kapoor | Huma Qureshi | Vinod Nagpal | Rajesh Sharma,Comedy,,
1029,Usha Bachani | Hazel Croney | Pablo Gonzalez | Patrick Haider,Drama,Romance,
1030,Kavin Dave | Kurush Deboo | Boman Irani | Daisy Irani,Romance,,
1031,Mohit Baghet | Sahaj Bradoria | Mugdha Godse | Shalin Gupta,Drama,,
1032,Himanshu Bhatt | Roy Radhika | Akkash Basnet | Rashmi Gautam,Drama,Thriller,
1033,Khan Jahangir Khan | Anant Mahadevan | Navni Parihar | Chandan Sanyal,Drama,,
1034,Anand Balraj | Sudesh Berry | Kishore Anand Bhanushali | Raj Singh Chaudhary,Comedy,,
1035,Kanika Batra | Gulshan Grover | Rohiet Nair | Sameer Kevin Roy,Crime,Drama,Thriller
1036,Rana Jung Bahadur | Mukul Dev | Harish | Farida Jalal,Comedy,Romance,
1037,Bipasha Basu | Helen | Pradeep Kharab | Madhavan,Comedy,Musical,Romance
1038,Narayan Singh Sisodia | Kuldeep Chaturvedi | Payal Kumawat | Naveen Jinger,Action,War,
1039,Aditya Roy Kapoor | Shraddha Kapoor | Shaad Randhawa | Salil Acharya,Drama,Music,Musical
1040,Abishek Anand | Zakir Hussain | Darshan Jariwala | Vidya Malvade,Action,,
1041,Swara Bhaskar | Reema Debnath | Saurabh Dubey | Hritu,Horror,,
1042,Kanwaljit Singh | Yashpal Sharma | Malay Chakrabarty | Brijendra Kala,Drama,,
1043,Asif Basra | Digvijay Deshmukh | Manav Kaul | Amrita Puri,Drama,Sport,
1044,Malini Awasthi | Sandeep Bose | Amyra Dastur | Makrand Deshpande,Drama,,
1045,Deepika Padukone | Ranveer Singh | Supriya Pathak | Sharad Kelkar,Drama,Musical,Romance
1046,Barun Sobti | Shenaz Treasury | Kavi Shastri | Danny Sura,Comedy,Romance,
1047,Tia Bajpai | Brijendra Kala | Prashaant Kumar | Vipin Sharma,Comedy,Drama,Sci-Fi
1048,Vicky Ahuja | Tia Bajpai | Sharad Kelkar | Vidya Malvade,Drama,Horror,Romance
1049,Anisa Butt | Ali Fazal | Gulshan Grover | Razzak Khan,Comedy,Romance,
1050,Sharman Joshi | Negar Khan | Nigaar Khan | Manish Nagpal,Comedy,Romance,
1051,Farooq Shaikh | Deepti Naval | Swara Bhaskar | Amala Akkineni,Drama,,
1052,Ranveer Singh | Sonakshi Sinha | Adil Hussain | Vikrant Massey,Drama,Romance,
1053,Sidhant Kapur | Iris Maity | Suzanna Mukherjee | Nikhil Sabharwal,Romance,,
1054,Randeep Hooda | Sunny Leone | Arunoday Singh | Junayeed Bin Fakhrul,Drama,Romance,Thriller
1055,Paresh Rawal | Rajeev Khandelwal | Tina Desai | Dhruv Ganesh,Adventure,Thriller,
1056,Sunil Shetty | Udita Goswami | Rajpal Yadav | Mukesh Ahuja,Comedy,,
1057,Habeeb Aidroos | Zarine Ali | Madhulagna Das | Faheem Ul Haq,Horror,,
1058,Habib Aazmi | Priya Annatram | Pravin Baby | Mahesh Balraj,History,,
1059,Asrani | Mahesh Manjrekar | Anjan Srivastav | Ashish Vidyarthi,Animation,Family,
1060,Omkar Das Manikpuri | Ashish Patil | Pitobash | Amit Purohit,Sci-Fi,,
1061,Hemant Pandey | Sumeet Sharma | Sumeet Sharma | Aakshi Khari,Adventure,Horror,Mystery
1062,Manish Chaudhary | Kunal Khemu | Amrita Puri | Teeshay Shah,Action,Drama,Thriller
1063,Vidya Balan | Emraan Hashmi | Parvin Dabas | Rajesh Sharma,Comedy,Crime,Thriller
1064,Vickrant Mahajan | Kainaz Motivala | Prem Chopra | Deepak Arora,Comedy,,
1065,Sanjay Amar | Asrani | Neelima Azim | Aamir Bashir,Drama,,
1066,Rani Mukerji | Prithviraj Sukumaran | Nirmiti Sawant | Subodh Bhave,Comedy,,
1067,Emraan Hashmi | Aditya Pancholi | Sagarika Ghatge | Neha Dhupia,Thriller,,
1068,Kavin Dave | Shailesh Hejmady | Bikramjeet Kanwarpal | Sumit Kaul,Comedy,,
1069,Imran Khan | Kareena Kapoor | Nizhalgal Ravi | Anupam Kher,Comedy,Romance,
1070,Kareena Kapoor | Amitabh Bachchan | Ajay Devgn | Arjun Rampal,Drama,,
1071,Asrani | Madhurima Banerjee | Shakti Kapoor | Pratima Kazmi,Comedy,,
1072,Rajesh Khanna | Aryeman Ramsay | Raza Murad | Aryan Vaid,Crime,,
1073,Arjun Rampal | Abhay Deol | Manoj Bajpayee | Esha Gupta,Drama,Thriller,War
1074,Ravi Kishan | Manish Vatsalya | Yashpal Sharma | Rahul Kumar,Drama,,
1075,John Abraham | Kangana Ranaut | Anil Kapoor | Vineet Sharma,Action,Crime,
1076,Subhash Ahuja | Syna Anand | Raman Atre | Rajat Bhalla,Drama,,
1077,Arjun Kapoor | Parineeti Chopra | Gauhar Khan | Anil Rastogi,Action,Drama,Romance
1078,Divya Divedi | Sana Govil | Jawahar Jairath | Vishal Kaushik,Comedy,,
1079,Kareena Kapoor | Ajay Devgn | Anupam Kher | Yo Yo Honey Singh,Action,,
1080,Paoli Dam | Nikhil Dwivedi | Gulshan Devaiah | Saurabh Dubey,Thriller,,
1081,Sunidhi Chauhan | Ettienne Couthino | Devansh Doshi | Saptharishi Ghosh,Animation,Drama,Musical
1082,Nikhil Dwivedi | Richa Chadda | Mahesh Balraj | Kislaya Dwivedi,Crime,Romance,
1083,Ayushmann Khurrana | Yami Gautam | Annu Kapoor | Dolly Ahluwalia,Comedy,Romance,
1084,Manisha Kelkar | Arshad Khan | Ashish Kotwal | Aditya Om,Crime,Thriller,
1085,Mohammed Zeeshan Ayyub | Viren Basoya | Manish Chaudhary | Esha Gupta,Crime,Drama,Thriller
1086,Prabhudheva | Ganesh Acharya | Kay Kay Menon | Lauren Gottlieb,Music,Western,
1087,Manoj Bajpayee | Harish Bhimani | Neetu Chaudhary | Juhi Chawla,Animation,Action,Adventure
1088,Saqib Saleem | Rhea Chakraborty | Ram Kapoor | Prabal Panjabi,Comedy,,
1089,Kay Kay Menon | Ranvir Shorey | Pradhuman Singh | Neha Bhasin,Comedy,,
1090,Rani Agrawal | Frank M. Ahearn | Suzanne Bernert | Sudha Chandran,Comedy,,
1091,Deepak Dobriyal | Priya Bhatija | Anshul Kataria | Paru Uma,Comedy,Drama,Thriller
1092,Aamir Khan | Anushka Sharma | Sanjay Dutt | Boman Irani,Comedy,Drama,Fantasy
1093,Mohan Agashe | Arya Babbar | Neha Dhupia | Rajendra Gupta,Crime,Thriller,
1094,Ayushmann Khurrana | Kunaal Roy Kapur | Pooja Salvi | Gaelyn Mendonca,Comedy,,
1095,Barkha Bisht | Balaji Iyer | Raghavendra Kadkol | Sachin Khedekar,Drama,,
1096,Ajay Devgn | Tamannaah Bhatia | Mahesh Manjrekar | Paresh Rawal,Action,Comedy,
1097,Ashok Banthia | Sudesh Berry | Yuvika Chaudhry | Prashant Narayanan,Romance,Thriller,
1098,Pulkit Samrat | Rajesh Bakshi | Wamiqa Gabbi | Amita Pathak,Romance,,
1099,Irrfan Khan | Nimrat Kaur | Nawazuddin Siddiqui | Lillete Dubey,Drama,Romance,
1100,Shona Chabra | Raja Hasan | Akash Hora | Mann Hora,Musical,Romance,Thriller
1101,Rahul Bairagi | Dhanshree Jain | Arbaaz Khan | Salman Khan,Drama,,
1102,Shahid Kapoor | Priyanka Chopra | Prachi Desai | Neha Sharma,Drama,Romance,
1103,Farhan Akhtar | Sonam Kapoor | Pavan Malhotra | Art Malik,Biography,Drama,History
1104,Jacky Bhagnani | Nidhi Subbaiah | Darshan Jariwala | Kiron Kher,Romance,,
1105,Ram Charan | Priyanka Chopra | Sanjay Dutt | Prakash Raj,Action,,
1106,Shruti K. Haasan | Girish Taurani | Randhir Kapoor | Sonu Sood,Comedy,Family,Romance
1107,'Chiyaan' Vikram | Neil Nitin Mukesh | Vinay Virmani | Tabu,Action,Crime,Drama
1108,Dhanush | Sonam Kapoor | Mohammed Zeeshan Ayyub | Swara Bhaskar,Drama,Romance,
1109,Farooq Shaikh | Sarika | Raghuvir Yadav | Satish Shah,Drama,,
1110,Raj Babbar | Mahie Gill | Mugdha Godse | Rajiv Gupta,Action,Crime,Drama
1111,Sagar Bhangade | Mukesh Bhatt | Vipul Bhatt | Manmeet Dhanjal,Drama,,
1112,Shahid Kapoor | Sonakshi Sinha | Sonu Sood | Ashish Vidyarthi,Action,Comedy,Romance
1113,Salman Khan | Jacqueline Fernandez | Nawazuddin Siddiqui | Randeep Hooda,Action,Comedy,Romance
1114,Arjun Kapoor | Alia Bhatt | Amrita Singh | Revathy,Drama,Romance,
1115,Akshay Kumar | Kajal Agarwal | Manoj Bajpayee | Jimmy Shergill,Crime,Drama,Thriller
1116,Kiran Bhatia | Yaman Chatwal | Maanvi Gagroo | Chirag Jain,Horror,Mystery,Thriller
1117,Harish Chabbra | Tannishtha Chatterjee | Parvin Dabas | Rajendra Gupta,Drama,Family,Mystery
1118,Asha Bhosle | Kshitee Jog | Shivani Joshi | Ram Kapoor,Drama,Family,
1119,Jaideep Ahlawat | Bipasha Basu | Padam Bhola | Darshan Jariwala,Drama,Horror,Thriller
1120,Chandan Roy Sanyal | Arfi Lamba | Kumar Mayank | Sonia Bindra,Mystery,Romance,Thriller
1121,Vivek Oberoi | Mallika Sherawat | Neha Dhupia | Anshuman Jha,Adventure,Comedy,Crime
1122,Parimal Aloke | Paru Gambhir,Short,Drama,
1123,Yuddvir Bakolia | Ila Arun | Anjan Srivastav | Sachin Khedekar,Animation,Action,Adventure
1124,Akash | Shilpa Anand | Karan Mehra | Tripta Parashar,Romance,,
1125,Neil Nitin Mukesh | Sonal Chauhan | Himani Chauhan | Devraj Das,Horror,Sci-Fi,Thriller
1126,Frank M. Ahearn | Ramnita Chaudhry | Preeti Chauhan | Divya Dutta,Drama,,
1127,J.D. Chakravarthi | Nitin Jadhav | Manisha Koirala | Madhu Shalini,Horror,,
1128,Emraan Hashmi | Konkona Sen Sharma | Kalki Koechlin | Huma Qureshi,Horror,Romance,Thriller
1129,Tinnu Anand | Raj Babbar | Akash Chopra | Shakti Kapoor,Comedy,Romance,
1130,Nushrat Bharucha | Kiran Kumar | Gautam Mehra | Sunny Singh Nijjar,Romance,,
1131,Randeep Hooda | Aditi Rao Hydari | Sara Loren | Rajesh Shringarpore,Thriller,,
1132,Nafisa Ali | Simer Motiani | Bajrangbali Singh | Navdip Singh,Drama,Romance,Sport
1133,Saif Ali Khan | Kunal Khemu | Vir Das | Anand Tiwari,Action,Adventure,Comedy
1134,Sunny Deol | Amrita Rao | Urvashi Rautela | Prakash Raj,Action,Drama,
1135,Kangana Ranaut | Prakash Raj | Mahesh Manjrekar | Paras Arora,Drama,Romance,
1136,Shah Rukh Khan | Deepika Padukone | Vivaan Shah | Kareena Kapoor,Action,Comedy,Crime
1137,Ritesh Deshmukh | Vivek Oberoi | Aftab Shivdasani | Suresh Menon,Comedy,Drama,Romance
